"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.193835500E0,-4.818479919E0,-7.465126190E0,-6.400689697E0,1.095055644E1
3.203876500E0,-6.311026154E0,-4.328848114E0,-5.980214081E0,9.712411521E0
3.213917500E0,-3.997287598E0,-2.644550629E0,-7.303013306E0,8.735328243E0
3.223958500E0,-3.792214050E0,-3.461851044E0,-6.407425690E0,8.210992877E0
3.233999500E0,-3.848047943E0,-4.776716766E0,-7.276368713E0,9.516829183E0
3.244040500E0,-5.237907715E0,-5.203329620E0,-7.577692108E0,1.057977949E1
3.254081500E0,-4.807852020E0,-5.166206818E0,-7.106621704E0,1.001544837E1
3.264122500E0,-3.250939636E0,-7.564070435E0,-9.823471985E0,1.281734652E1
3.274162500E0,-6.330036621E0,-4.894821167E0,-6.228098602E0,1.013991371E1
3.284203500E0,-7.595954132E0,-4.372257843E0,-4.811743927E0,9.998401744E0
3.294244500E0,-6.754104767E0,-4.784201202E0,-5.106481018E0,9.725361728E0
3.304285500E0,-2.191742249E0,-4.590354309E0,-6.600673828E0,8.333305572E0
3.314326500E0,-2.529739380E-1,-5.370232544E0,-8.848100281E0,1.035337008E1
3.324367500E0,-1.202748871E0,-5.317991180E0,-8.176896057E0,9.827983729E0
3.334408500E0,-2.448308716E0,-6.214925995E0,-7.987090759E0,1.041216306E1
3.344449500E0,-2.287393341E0,-6.910529480E0,-7.396119690E0,1.037738755E1
3.354490500E0,-3.759581909E0,-6.815028076E0,-6.884633331E0,1.039120974E1
3.364531500E0,-5.178481293E0,-6.766977997E0,-7.008425903E0,1.103298207E1
3.374572500E0,-5.813011780E0,-6.477629700E0,-7.013066254E0,1.117738300E1
3.384613500E0,-7.096293182E0,-6.085594940E0,-7.504644012E0,1.198797416E1
3.394654500E0,-7.726931763E0,-6.494245148E0,-7.624993744E0,1.264994957E1
3.404694500E0,-6.744973755E0,-6.463708649E0,-7.466922455E0,1.195947873E1
3.414735500E0,-5.426216125E0,-6.191275177E0,-7.469467163E0,1.111614364E1
3.424776500E0,-2.747985535E0,-6.192622375E0,-7.311096497E0,9.967553780E0
3.434817500E0,-3.775448914E0,-6.560257874E0,-7.216642914E0,1.045805588E1
3.444858500E0,-6.623276825E0,-6.220614166E0,-8.111631775E0,1.218041077E1
3.454899500E0,-8.324189758E0,-6.634952545E0,-8.206384735E0,1.344096279E1
3.464940500E0,-4.352199554E0,-5.845194855E0,-8.335416412E0,1.107190637E1
3.474981500E0,8.586145020E-1,-4.798571320E0,-7.391030273E0,8.853859840E0
3.485022500E0,1.839674377E0,-4.622088318E0,-6.652017059E0,8.306469358E0
3.495063500E0,8.360115051E-1,-3.989653473E0,-6.321504364E0,7.521812780E0
3.505104500E0,-4.330794067E0,-5.252128143E0,-6.262527008E0,9.249857935E0
3.515145500E0,-5.505251770E0,-5.468578033E0,-6.423442383E0,1.007341823E1
3.525186500E0,-4.722679138E-1,-3.434008942E0,-8.058342590E0,8.772248269E0
3.535226500E0,-5.866300964E-1,-2.428100739E0,-7.895630951E0,8.281352316E0
3.545267500E0,-1.876348114E0,-2.683918762E0,-7.636070709E0,8.308650796E0
3.555308500E0,-2.648143158E0,-3.016976166E0,-7.240892487E0,8.279210794E0
3.565349500E0,-3.547922058E0,-3.567082214E0,-7.023095398E0,8.639195300E0
3.575390500E0,-4.217479706E0,-3.848796387E0,-6.616391144E0,8.739393598E0
3.585431500E0,-3.623814240E0,-4.292773132E0,-7.123835907E0,9.072429048E0
3.595472500E0,-3.296894073E0,-4.675676880E0,-8.062833252E0,9.886391903E0
3.605513500E0,-3.503913574E0,-4.450095978E0,-8.110284576E0,9.892293994E0
3.615554500E0,-3.605252838E0,-4.466711426E0,-7.879314880E0,9.748485112E0
3.625595500E0,-4.028572540E0,-4.367767181E0,-7.155869293E0,9.301250035E0
3.635636500E0,-3.779789886E0,-3.838318176E0,-6.492897949E0,8.436659397E0
3.645677500E0,-3.083288269E0,-3.546275482E0,-7.394473114E0,8.761333744E0
3.655718500E0,-2.503693542E0,-3.127895508E0,-9.025481415E0,9.874792475E0
3.665759500E0,-1.274749146E0,-6.770420837E-1,-1.194276489E1,1.202967184E1
3.675799500E0,-8.560697937E-1,4.764591980E-1,-1.214873657E1,1.218817743E1
3.685840500E0,-1.292861481E0,-6.987469482E-1,-1.078237793E1,1.088206837E1
3.695881500E0,3.255729675E-1,6.854246521E-1,-1.130434250E1,1.132978217E1
3.705922500E0,-6.122268677E-1,-1.252445526E1,-4.840933228E-1,1.254875084E1
3.715963500E0,-5.038821716E0,-1.093326416E1,-2.996468811E0,1.240583793E1
3.726004500E0,-5.620961151E0,-8.354277191E0,-6.763984222E0,1.213015392E1
3.736045500E0,-6.622229004E0,-8.418044586E0,-6.169570312E0,1.236046073E1
3.746086500E0,-6.846163330E0,-7.160659332E0,-7.769892426E0,1.259032258E1
3.756127500E0,-5.104385376E0,-6.576873322E0,-1.008467880E1,1.307710822E1
3.766168500E0,-7.747888184E-1,-7.015012207E0,-1.532797531E1,1.687475988E1
3.776209500E0,-2.598596191E-1,-3.592529297E-1,-7.212601318E0,7.226216677E0
3.786250500E0,-3.400778046E0,-8.592132568E-2,-8.593779144E0,9.242603192E0
3.796291500E0,-4.654570770E0,-3.784729614E0,-7.047943726E0,9.255415607E0
3.806332500E0,-7.145690460E0,-7.983647919E0,-3.049458618E0,1.113996069E1
3.816373500E0,-5.756728821E0,-6.784491577E0,-8.136629791E0,1.205711396E1
3.826413500E0,-6.239025879E0,-5.961203613E0,-5.648354187E0,1.031335530E1
3.836454500E0,-6.692133636E0,-5.433999939E0,-6.986870728E0,1.109636745E1
3.846495500E0,-7.331154785E0,-5.365292816E0,-6.793023834E0,1.134360482E1
3.856537167E0,-6.640940094E0,-4.693190460E0,-7.164850616E0,1.083804440E1
3.866578167E0,-6.190676422E0,-3.957620087E0,-8.330027618E0,1.110750158E1
3.876619167E0,-4.904401245E0,-5.371280365E0,-8.902736664E0,1.149619609E1
3.886660167E0,-3.375330963E0,-6.244863739E0,-7.977810059E0,1.067879373E1
3.896701167E0,-3.134481812E0,-4.941374359E0,-7.681426392E0,9.656421086E0
3.906742167E0,-3.661984863E0,-4.556973724E0,-7.952662354E0,9.870206744E0
3.916783167E0,-4.188739471E0,-4.301904144E0,-7.593708801E0,9.680719549E0
3.926824167E0,-4.813091125E0,-2.508483582E0,-7.407346344E0,9.182979686E0
3.936865167E0,-4.978646851E0,-2.600392456E0,-7.589517517E0,9.441914082E0
3.946906167E0,-4.286935272E0,-4.019591217E0,-7.915988617E0,9.858894632E0
3.956947167E0,-5.033881989E0,-3.365601196E0,-8.530011749E0,1.046080015E1
3.966988167E0,-5.073998566E0,-2.602039032E0,-9.449100494E0,1.103637480E1
3.977029167E0,-4.500541077E0,-5.301974487E-1,-1.350925735E1,1.424907062E1
3.987069167E0,-2.721191254E0,1.523232422E1,-2.536071213E1,2.970848873E1
3.997110167E0,3.443738708E0,1.716540436E1,-6.406228180E0,1.864269837E1
4.007151167E0,6.842271423E-1,-7.636070709E0,8.145012360E0,1.118565908E1
4.017192167E0,-1.347677490E1,-9.925110626E0,3.004252625E-1,1.673981894E1
4.027233167E0,-6.608906708E0,-1.038330780E1,-7.685018921E0,1.451034957E1
4.037274167E0,-3.086581421E0,-1.152677994E1,-8.136929169E0,1.444310413E1
4.047315167E0,1.395847321E0,-1.399709290E1,-7.510930939E0,1.594619337E1
4.057356167E0,4.229155426E0,-1.070319260E1,-8.190218353E0,1.412528810E1
4.067397167E0,1.785037994E0,-9.148525543E0,-7.986042938E0,1.227431310E1
4.077438167E0,5.777984619E-2,-6.493047638E0,-8.259075165E0,1.050596634E1
4.087479167E0,8.702902222E-1,-6.036047974E0,-1.014650024E1,1.183819021E1
4.097520167E0,2.191442871E-1,-8.143066406E0,-9.311835938E0,1.237205897E1
4.107561167E0,3.008743286E-2,-7.319179688E0,-8.991352386E0,1.159377912E1
4.117602167E0,-8.614585876E-1,-5.427713013E0,-8.813372498E0,1.038641970E1
4.127642167E0,-1.814077606E0,-4.317621460E0,-8.723858643E0,9.901436373E0
4.137683167E0,-1.094673615E0,-4.287683716E0,-8.157286835E0,9.280294741E0
4.147724167E0,-1.576072540E0,-3.654051361E0,-8.693172455E0,9.560718766E0
4.157765167E0,-1.745819550E0,-3.736978912E0,-8.940607910E0,9.846185408E0
4.167806167E0,-1.321452026E0,-3.615281982E0,-8.673413544E0,9.489183409E0
4.177847167E0,-1.941462708E-1,-3.980223083E0,-7.958649902E0,8.900560479E0
4.187888167E0,-6.125262451E-1,-2.679727478E0,-8.755592651E0,9.176956491E0
4.197929167E0,-6.310876465E-1,-3.122656403E0,-8.498427429E0,9.075930993E0
4.207970167E0,-2.607577515E-1,-2.634222107E0,-9.092991028E0,9.470459680E0
4.218011167E0,-6.734495544E-1,-4.149521027E0,-8.573571167E0,9.548726701E0
4.228052167E0,-1.642085266E0,-5.365592194E0,-8.754544830E0,1.039846521E1
4.238093167E0,-2.121837616E0,-4.586612091E0,-9.098679199E0,1.040793776E1
4.248134167E0,-4.719835052E0,-6.155948639E0,-8.811276855E0,1.173929923E1
4.258175167E0,-5.183870087E0,-5.795647888E0,-9.216783600E0,1.205865430E1
4.268216167E0,-1.968855743E0,-3.076103210E0,-8.498726807E0,9.250251955E0
4.278256167E0,-1.779798889E0,-3.188968506E0,-8.820108490E0,9.546282941E0
4.288297167E0,-1.464853821E0,-2.693349152E0,-8.898096313E0,9.411484706E0
4.298338167E0,-2.043400726E0,-3.116818542E0,-9.371711426E0,1.008558473E1
4.308379167E0,-1.401086426E0,-1.196162567E0,-9.252259827E0,9.433883610E0
4.318420167E0,-1.310524750E0,-2.635120239E0,-8.327482910E0,8.832231055E0
4.328461167E0,-1.732347565E0,-3.524271240E0,-8.073012085E0,8.977474031E0
4.338502167E0,-1.510957947E0,-4.188440094E0,-8.878487091E0,9.932449716E0
4.348543167E0,-1.691781921E0,-3.680097198E0,-9.231153717E0,1.008064682E1
4.358584167E0,-1.912872162E0,-3.830983429E0,-8.953181763E0,9.924463593E0
4.368625167E0,-1.606609039E0,-3.440445557E0,-9.038055267E0,9.803280127E0
4.378666167E0,-1.548230438E0,-3.562142487E0,-9.174122314E0,9.962449339E0
4.388707167E0,-1.621128845E0,-3.306623840E0,-9.038803711E0,9.760214776E0
4.398747167E0,-1.569186859E0,-2.561024323E0,-8.878487091E0,9.372765121E0
4.408788167E0,-1.137035522E0,-2.133064270E0,-8.965456238E0,9.285591985E0
4.418829167E0,-1.110690308E0,-3.557801514E0,-8.660091248E0,9.428083845E0
4.428870167E0,-7.964936829E-1,-2.145638123E0,-9.104966125E0,9.388214595E0
4.438911167E0,-6.252497864E-1,-2.182012482E0,-9.064999237E0,9.344855640E0
4.448952167E0,-1.582209778E0,-2.776127014E0,-8.829838257E0,9.390224312E0
4.458993167E0,-1.439406738E0,-4.333039398E0,-9.034013672E0,1.012227866E1
4.469034167E0,-1.613345032E0,-4.780159607E0,-8.652008057E0,1.001549058E1
4.479075167E0,-1.360670471E0,-2.531984711E0,-9.308093719E0,9.741816022E0
4.489116167E0,-1.653012543E0,-3.366199951E0,-8.817414093E0,9.581781873E0
4.499157167E0,-5.890251160E-1,-1.377734985E0,-9.312883759E0,9.432651174E0
4.509198167E0,-7.562274170E-1,-2.933449860E0,-9.219927063E0,9.704847399E0
4.519239167E0,-7.153623962E-1,-2.900368652E0,-9.142687683E0,9.618348078E0
4.529279167E0,-1.203946381E0,-3.081492004E0,-9.200766907E0,9.777483906E0
4.539320167E0,-1.441652069E0,-3.317251740E0,-9.633966064E0,1.029056956E1
4.549361167E0,-1.038839722E0,-1.831740875E0,-1.002240829E1,1.024124654E1
4.559402167E0,-8.982820129E-1,4.188290405E-1,-9.877509613E0,9.927110581E0
4.569443167E0,-9.223818970E-1,3.471281433E-1,-1.007180557E1,1.011990878E1
4.579484167E0,-1.388063507E0,-1.607956238E0,-1.031924103E1,1.053560530E1
4.589525167E0,-1.872605896E0,-3.511398010E0,-1.038061340E1,1.111727050E1
4.599566167E0,-1.799258423E0,-3.195554810E0,-1.054691757E1,1.116630519E1
4.609607167E0,-1.565294952E0,-6.381679230E0,-9.506730652E0,1.155655250E1
4.619648167E0,-2.178120575E0,-5.850284271E0,-1.030816406E1,1.205106973E1
4.629689167E0,-6.649172974E-1,-4.681365051E0,-1.036564453E1,1.139315059E1
4.639730167E0,-3.233276367E-1,-5.540428619E0,-1.023541534E1,1.164322195E1
4.649770167E0,-6.574328613E-1,-4.582570496E0,-1.030412247E1,1.129633171E1
4.659811167E0,-8.532257080E-1,-4.688400421E0,-1.030771500E1,1.135597116E1
4.669852167E0,-1.000220032E0,-4.718936920E0,-1.041219772E1,1.147530685E1
4.679893167E0,-8.262817383E-1,-4.041894836E0,-1.056787399E1,1.134458532E1
4.689934167E0,-7.397616577E-1,-2.591560822E0,-1.060095520E1,1.093817562E1
4.699975167E0,-1.101559296E0,-2.140698395E0,-1.031235535E1,1.058965039E1
4.710016167E0,-2.243833923E-1,6.893165588E-1,-1.016356476E1,1.018938437E1
4.720057167E0,-6.818321228E-1,-7.961943054E-1,-1.034558624E1,1.039855640E1
4.730098167E0,-6.876699829E-1,-1.864971771E0,-1.064077240E1,1.082483473E1
4.740139167E0,-9.750723267E-1,-1.755699005E0,-1.052371582E1,1.071362869E1
4.750180167E0,-9.527687073E-1,-1.879341888E0,-1.059257263E1,1.080010598E1
4.760221167E0,-4.158352661E-1,-2.910547485E0,-1.091874435E1,1.130766041E1
4.770262167E0,-4.090992737E-1,-3.112926636E0,-1.086350922E1,1.130811686E1
4.780302167E0,-8.436456299E-1,-2.448159027E0,-1.097323105E1,1.127461841E1
4.790343167E0,-1.228195953E0,-2.280657349E0,-1.101679047E1,1.131722296E1
4.800384167E0,-1.446442108E0,-1.688638458E0,-1.105645798E1,1.127780819E1
4.810425167E0,-1.650617523E0,-8.173004150E-1,-1.127395569E1,1.142342309E1
4.820466167E0,-7.770341492E-1,-1.004860382E0,-1.156719589E1,1.163673267E1
4.830507167E0,-8.698411560E-1,-1.887574768E0,-1.128398483E1,1.147379082E1
4.840548167E0,-1.225052490E0,-3.055446167E0,-1.096395035E1,1.144747623E1
4.850589167E0,-1.404080200E0,-4.064797211E0,-1.085662354E1,1.167734097E1
4.860629750E0,-1.483714600E0,-4.373904419E0,-1.106229584E1,1.198777870E1
4.870670750E0,-1.285526733E0,-3.984713745E0,-1.118983063E1,1.194750317E1
4.880711750E0,-1.117725677E0,-3.397335205E0,-1.150238068E1,1.204557838E1
4.890752750E0,-1.411414948E0,-2.924917603E0,-1.160776154E1,1.205352077E1
4.900793750E0,-1.702409821E0,-3.407963104E0,-1.149160309E1,1.210658305E1
4.910833750E0,-1.599423981E0,-3.417393494E0,-1.132245483E1,1.193460175E1
4.920874750E0,-1.408870239E0,-4.001329193E0,-1.110675339E1,1.188930282E1
4.930915750E0,-1.226399689E0,-4.168980560E0,-1.096829132E1,1.179779088E1
4.940956750E0,-1.454076233E0,-4.175566864E0,-1.101170105E1,1.186622334E1
4.950997750E0,-1.555265808E0,-3.788771210E0,-1.103460342E1,1.177013644E1
4.961038750E0,-1.518592072E0,-3.146606598E0,-1.070603668E1,1.126172617E1
4.971079750E0,-1.379830627E0,-2.445464630E0,-1.055634796E1,1.092340204E1
4.981120750E0,-1.646725616E0,-2.654879150E0,-1.028601013E1,1.074998107E1
4.991161750E0,-1.545386353E0,-2.991379395E0,-1.067085983E1,1.118945125E1
5.001202750E0,-1.349443817E0,-2.081122284E0,-1.042656784E1,1.071752702E1
5.011243750E0,-1.313368835E0,-2.396965485E0,-1.042252625E1,1.077494476E1
5.021284750E0,-1.280587006E0,-2.198777618E0,-1.055619827E1,1.085853803E1
5.031325750E0,-1.505120087E0,-2.589914246E0,-1.032627640E1,1.075197780E1
5.041365750E0,-1.635498962E0,-2.345921631E0,-1.008647507E1,1.048404428E1
5.051406750E0,-1.429527283E0,-2.919079742E0,-1.008452911E1,1.059539061E1
5.061447750E0,-1.390757904E0,-2.855162659E0,-1.015338593E1,1.063848707E1
5.071488750E0,-1.333427124E0,-2.929258575E0,-1.007704468E1,1.057853549E1
5.081529750E0,-1.244661713E0,-2.642155609E0,-1.010458740E1,1.051821542E1
5.091570750E0,-1.109343109E0,-2.547103271E0,-1.001686981E1,1.039500159E1
5.101611750E0,-1.077908478E0,-2.719394989E0,-9.850865021E0,1.027601759E1
5.111652750E0,-9.087602234E-1,-3.780688019E0,-9.711804199E0,1.046128997E1
5.121693750E0,-3.915856934E-1,-3.800297241E0,-9.354347534E0,1.010442558E1
5.131734750E0,3.513194275E-1,-3.849844208E0,-8.938512268E0,9.738671744E0
5.141775750E0,-8.756790161E-1,-3.894152069E0,-9.360335083E0,1.017580989E1
5.151816750E0,-1.219514008E0,-3.141217804E0,-9.788444824E0,1.035220343E1
5.161856750E0,-7.188052368E-1,-2.726130981E0,-9.611961823E0,1.001689978E1
5.171897750E0,-7.439529419E-1,-3.144510956E0,-9.379495239E0,9.920501302E0
5.181938750E0,-7.752378845E-1,-3.807931366E0,-9.238338776E0,1.002238686E1
5.191979750E0,-6.123765564E-1,-3.679947510E0,-9.305998077E0,1.002589741E1
5.202020750E0,-6.557862854E-1,-3.663631439E0,-9.333540802E0,1.004824536E1
5.212061750E0,-1.716929626E-1,-2.910098419E0,-9.234746246E0,9.683939772E0
5.222102750E0,-3.505709839E-1,-3.013383636E0,-9.132059784E0,9.622780100E0
5.232143750E0,-4.682263184E-1,-2.952610016E0,-9.463320923E0,9.924292654E0
5.242184750E0,-4.822970581E-1,-2.516417084E0,-9.356443176E0,9.700927497E0
5.252225750E0,-5.460644531E-1,-1.963317261E0,-9.097182312E0,9.322635200E0
5.262266750E0,-1.069376221E0,-1.062789917E-1,-9.488917694E0,9.549576940E0
5.272307750E0,-1.635049896E0,-2.874023438E-1,-9.848020935E0,9.986966737E0
5.282348750E0,-1.168170776E0,-3.376977539E0,-9.449998627E0,1.010302303E1
5.292388750E0,-1.242117004E0,-5.911207581E-1,-8.539292450E0,8.649381131E0
5.302429750E0,-3.601510620E-1,-5.948629761E-1,-9.783205719E0,9.807888911E0
5.312470750E0,3.233276367E-2,-1.490300903E0,-9.960886230E0,1.007180702E1
5.322511750E0,-1.616638184E0,-2.833457794E0,-9.191336517E0,9.753085105E0
5.332552750E0,-1.698517914E0,-1.724713440E0,-9.017547913E0,9.336796555E0
5.342593750E0,3.847000122E-2,-2.133663025E0,-9.483678589E0,9.720810533E0
5.352634750E0,1.564247131E-1,-2.153571625E0,-9.531878357E0,9.773384493E0
5.362675750E0,-7.878117371E-1,-2.026036835E0,-9.159602509E0,9.414020964E0
5.372716750E0,-8.098159790E-1,-2.190993805E0,-9.063801727E0,9.359954996E0
5.382757750E0,-4.638853455E-1,-1.942660217E0,-9.132957916E0,9.348798780E0
5.392798750E0,-5.278024292E-1,-2.284549255E0,-9.254056091E0,9.546480757E0
5.402839750E0,-6.264472961E-1,-2.018253021E0,-9.315278778E0,9.551973628E0
5.412879750E0,-5.885760498E-1,-1.924996948E0,-9.455237732E0,9.667137921E0
5.422920750E0,-5.200186157E-1,-1.488953705E0,-9.448202362E0,9.578931588E0
5.432961750E0,-6.262976074E-1,-1.610950012E0,-9.298363953E0,9.457641399E0
5.443002750E0,-6.682104492E-1,-2.053280182E0,-9.220076752E0,9.469544869E0
5.453043750E0,-8.961863708E-1,-1.736838226E0,-9.112600250E0,9.319830490E0
5.463084750E0,-1.196012878E0,-1.185085602E0,-9.259744263E0,9.411574709E0
5.473125750E0,-1.051413574E0,-1.217717743E0,-9.675130463E0,9.807979225E0
5.483166750E0,-1.275497589E0,-1.243314514E0,-9.446256409E0,9.612725171E0
5.493207750E0,-9.288185120E-1,-1.390159149E0,-9.100475464E0,9.252777959E0
5.503248750E0,-7.200027466E-1,-1.312021637E0,-8.962612152E0,9.086705746E0
5.513289750E0,-7.762857056E-1,-1.512005768E0,-8.994795227E0,9.153967561E0
5.523330750E0,-1.075214081E0,-1.577868805E0,-8.991053009E0,9.191560776E0
5.533370750E0,-1.001866608E0,-1.708547058E0,-9.053323517E0,9.267444980E0
5.543411750E0,-8.430468750E-1,-1.507365417E0,-9.118887177E0,9.281001125E0
5.553452750E0,-1.015787659E0,-1.356329498E0,-9.159452820E0,9.314882191E0
5.563493750E0,-1.061293030E0,-1.428479462E0,-9.094936981E0,9.267403906E0
5.573534750E0,-8.637039185E-1,-1.361867981E0,-9.061706085E0,9.204085290E0
5.583575750E0,-7.301815796E-1,-1.572030945E0,-8.975784760E0,9.141616842E0
5.593616750E0,-7.717950439E-1,-1.641187134E0,-9.034313049E0,9.214552353E0
5.603657750E0,-8.795709229E-1,-1.732197876E0,-9.055419159E0,9.261466981E0
5.613698750E0,-9.530680847E-1,-1.671424255E0,-9.015302582E0,9.218333822E0
5.623739750E0,-7.580236816E-1,-1.706451416E0,-8.980275421E0,9.172345555E0
5.633780750E0,-6.541397095E-1,-1.669328613E0,-8.929231567E0,9.107454813E0
5.643821750E0,-6.650669861E-1,-1.759590912E0,-8.998537445E0,9.193049028E0
5.653862750E0,-7.080276489E-1,-1.627415771E0,-9.094338226E0,9.265892996E0
5.663902750E0,-6.668632507E-1,-1.790127411E0,-9.070238342E0,9.269222531E0
5.673943750E0,-7.017407227E-1,-1.787582703E0,-9.074279938E0,9.275260015E0
5.683984750E0,-7.604187012E-1,-1.923200684E0,-8.984616394E0,9.219559058E0
5.694025750E0,-5.933660889E-1,-1.775457916E0,-9.109756165E0,9.300107070E0
5.704066750E0,-5.929170227E-1,-1.640289001E0,-9.209748230E0,9.373449795E0
5.714107750E0,-6.276448059E-1,-1.663939819E0,-9.121132507E0,9.292883941E0
5.724148750E0,-5.553451538E-1,-1.706451416E0,-8.976383514E0,9.154007083E0
5.734189750E0,-6.248007202E-1,-2.027982788E0,-8.818461914E0,9.070190773E0
5.744230750E0,-5.381309509E-1,-1.905088348E0,-8.765921173E0,8.986674610E0
5.754271750E0,-6.301895142E-1,-1.892813873E0,-9.030121765E0,9.247863660E0
5.764312750E0,-6.716532898E-1,-1.845811615E0,-9.209897919E0,9.417024919E0
5.774353750E0,-5.508544922E-1,-1.545086975E0,-9.299262085E0,9.442828483E0
5.784393750E0,-6.689588928E-1,-1.388662262E0,-9.111103363E0,9.240567806E0
5.794434750E0,-6.445596313E-1,-1.675765228E0,-8.933422852E0,9.112062887E0
5.804475750E0,-6.547384644E-1,-1.720522156E0,-8.880283356E0,9.069085479E0
5.814516750E0,-5.727090454E-1,-1.669478302E0,-9.000184021E0,9.171611956E0
5.824557750E0,-6.634204102E-1,-1.649270325E0,-9.185947723E0,9.356380434E0
5.834598750E0,-6.339317322E-1,-1.855990448E0,-9.283245392E0,9.488161834E0
5.844639750E0,-3.022215271E-1,-1.809437256E0,-9.200168152E0,9.381284297E0
5.854681542E0,-4.472698975E-1,-1.711840210E0,-9.105864258E0,9.276163601E0
5.864722542E0,-7.321275330E-1,-1.552122345E0,-9.055269470E0,9.216452662E0
5.874763542E0,-8.244854736E-1,-1.490899658E0,-9.139244843E0,9.296685129E0
5.884804542E0,-7.951464844E-1,-1.513352966E0,-9.334289246E0,9.489544291E0
5.894845542E0,-8.222401428E-1,-1.613045654E0,-9.493558044E0,9.664659305E0
5.904886542E0,-7.551795959E-1,-1.473685455E0,-9.398655396E0,9.543414917E0
5.914927542E0,-8.393046570E-1,-1.307830353E0,-9.224567413E0,9.354544163E0
5.924967542E0,-8.568182373E-1,-1.505419464E0,-9.155111847E0,9.317537131E0
5.935008542E0,-8.000862122E-1,-1.657054138E0,-9.141190796E0,9.324555514E0
5.945049542E0,-7.204518127E-1,-1.605261841E0,-9.260941772E0,9.426609088E0
5.955090542E0,-7.114704895E-1,-1.602118378E0,-9.498348083E0,9.658757160E0
5.965131542E0,-7.505392456E-1,-1.550475769E0,-9.493558044E0,9.648571325E0
5.975172542E0,-8.140072632E-1,-1.499731293E0,-9.461225281E0,9.613874640E0
5.985213542E0,-8.297245789E-1,-1.566342773E0,-9.457183685E0,9.621860310E0
5.995254542E0,-8.276289368E-1,-1.717378693E0,-9.455686798E0,9.645951071E0
6.005295542E0,-8.183482361E-1,-1.651665344E0,-9.524693298E0,9.701416117E0
6.015336542E0,-8.710386658E-1,-1.773661652E0,-9.551637268E0,9.753889404E0
6.025377542E0,-8.217910767E-1,-1.745520172E0,-9.639654236E0,9.830824738E0
6.035418542E0,-8.943901062E-1,-1.733096008E0,-9.705517273E0,9.899526300E0
6.045458542E0,-8.285270691E-1,-1.515598297E0,-9.760003967E0,9.911668515E0
6.055499542E0,-8.190966797E-1,-1.500928802E0,-9.728120270E0,9.877248130E0
6.065540542E0,-8.976832581E-1,-1.632954254E0,-9.577982483E0,9.757567487E0
6.075581542E0,-8.184979248E-1,-1.832938385E0,-9.423952789E0,9.635376908E0
6.085622542E0,-6.950047302E-1,-1.864522705E0,-9.621841278E0,9.825441775E0
6.095663542E0,-8.532257080E-1,-1.656156006E0,-9.897717590E0,1.007152721E1
6.105704542E0,-8.744815063E-1,-1.492097168E0,-9.918823700E0,1.006847235E1
6.115745542E0,-6.409671021E-1,-1.437161407E0,-9.770033112E0,9.895949613E0
6.125786542E0,-6.629713440E-1,-1.667382660E0,-9.519154816E0,9.686795360E0
6.135827542E0,-7.783813477E-1,-1.735640717E0,-9.425898743E0,9.615918746E0
6.145868542E0,-7.405101013E-1,-1.756896515E0,-9.572444000E0,9.760467443E0
6.155909542E0,-6.831793213E-1,-1.666634216E0,-9.787546692E0,9.951908050E0
6.165949542E0,-8.740324402E-1,-1.666185150E0,-9.796228638E0,9.975279504E0
