"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.263558342E1,-4.314028931E-1,-1.891316986E0,-1.028181885E1,1.046322069E1
5.264562442E1,-5.641767883E-1,-1.893113251E0,-1.036070480E1,1.054733982E1
5.265566542E1,-4.805007935E-1,-1.358874207E0,-9.882149963E0,9.986706565E0
5.266570642E1,-6.126759338E-1,-1.264121246E0,-9.360634460E0,9.465455712E0
5.267574742E1,-7.640112305E-1,-1.623224487E0,-9.275760956E0,9.447661732E0
5.268578842E1,-6.355783081E-1,-1.253942413E0,-8.973240051E0,9.082696096E0
5.269582942E1,-7.307803345E-1,-1.174607391E0,-9.068142700E0,9.173055895E0
5.270587042E1,-5.807922363E-1,-9.987231445E-1,-9.211245117E0,9.283415543E0
5.271591142E1,-4.703219604E-1,-1.136137390E0,-8.971294098E0,9.055171379E0
5.272595242E1,-2.571652222E-1,-1.288819885E0,-9.177265778E0,9.270889806E0
5.273599342E1,-2.939886475E-1,-1.285826111E0,-9.252259827E0,9.345806012E0
5.274603442E1,-3.008743286E-1,-1.243015137E0,-9.320667572E0,9.407999574E0
5.275607542E1,1.984872437E-1,-3.650907898E-1,-9.091344452E0,9.100836907E0
5.276611742E1,-8.577163696E-1,-9.535171509E-1,-8.831185455E0,8.923828151E0
5.277615842E1,-2.564167786E-1,-9.861492920E-1,-8.706195374E0,8.765619081E0
5.278619942E1,-4.029620361E-1,-9.247769165E-1,-8.673114166E0,8.731580618E0
5.279624042E1,-4.420307922E-1,-1.418600006E0,-8.764723663E0,8.889780542E0
5.280628142E1,-6.408174133E-1,-1.502575378E0,-8.650960236E0,8.803833979E0
5.281632242E1,-4.105961609E-1,-1.411115570E0,-7.832312622E0,7.968999772E0
5.282636342E1,-4.760101318E-2,-8.940907288E-1,-8.114475861E0,8.163723573E0
5.283640442E1,-1.077459412E0,-1.887275391E0,-8.161927185E0,8.446288093E0
5.284644542E1,1.193019104E-1,-1.392554169E0,-8.115673370E0,8.235143855E0
5.285648642E1,1.681004333E-1,-1.361418915E0,-8.750203857E0,8.857075520E0
5.286652742E1,-2.357597351E-1,-1.199605408E0,-8.916058960E0,8.999485717E0
5.287656842E1,-6.665638733E-1,-9.696835327E-1,-8.299191742E0,8.382194052E0
5.288660942E1,-6.801855469E-1,-1.539099426E0,-7.391179962E0,7.580304786E0
5.289665042E1,-4.415817261E-1,-1.530118103E0,-7.724387054E0,7.886850525E0
5.290669162E1,-5.028044128E-1,-1.013093262E0,-8.043074341E0,8.122205063E0
5.291673262E1,-1.926493835E-1,-5.921685791E-1,-8.520731049E0,8.543455683E0
5.292677362E1,-7.023394775E-1,-7.969427490E-1,-8.331674194E0,8.399118607E0
5.293681462E1,-5.182223511E-1,-8.803193665E-1,-7.719896393E0,7.787189282E0
5.294685562E1,-8.505313110E-1,-9.159452820E-1,-7.388036499E0,7.493026263E0
5.295689662E1,-1.165027313E0,-1.549128571E0,-7.203769684E0,7.459985632E0
5.296693762E1,4.685256958E-2,-8.021818542E-1,-6.746919708E0,6.794602007E0
5.297697862E1,-7.699987793E-1,-1.509011993E0,-7.558681641E0,7.746204455E0
5.298701962E1,-6.756948853E-1,-6.084846497E-1,-6.934180298E0,6.993545135E0
5.299706062E1,-2.143542480E-1,-1.146615601E-1,-6.901847534E0,6.906127309E0
5.300710163E1,-7.932005310E-1,-9.786648560E-1,-7.111711121E0,7.222422519E0
5.301714262E1,-9.997709656E-1,-1.057700500E0,-6.632856903E0,6.790659985E0
5.302718362E1,-5.019062805E-1,-9.985734558E-1,-6.598727875E0,6.692702625E0
5.303722462E1,-4.725672913E-1,-1.491648102E0,-6.684649200E0,6.865338217E0
5.304726562E1,-6.812333679E-1,-1.134341125E0,-6.368806000E0,6.504805804E0
5.305730662E1,-3.680845642E-1,-1.120420074E0,-6.213129730E0,6.324065815E0
5.306734762E1,-1.907034302E-1,-1.176403656E0,-6.398594055E0,6.508632671E0
5.307738862E1,-5.460644531E-1,-1.817221069E0,-6.007307739E0,6.299859131E0
5.308742962E1,-1.920506287E-1,-1.954635315E0,-6.075865173E0,6.385422481E0
5.309747062E1,-2.884501648E-1,-1.838027802E0,-6.554869080E0,6.813799113E0
5.310751162E1,-6.867718506E-1,-1.558409271E0,-6.299649811E0,6.525785989E0
5.311755262E1,-7.289840698E-2,-1.265318756E0,-6.452332306E0,6.575632131E0
5.312759362E1,-2.986289978E-1,-1.685644684E0,-6.399043121E0,6.624072022E0
5.313763462E1,-3.353027344E-2,-1.332678680E0,-6.252647552E0,6.393180598E0
5.314767562E1,3.350033569E-1,-8.578660583E-1,-6.684050446E0,6.747198810E0
5.315771662E1,2.950364685E-1,-8.466394043E-1,-6.821764069E0,6.880429478E0
5.316775762E1,2.454895020E-2,-9.458830261E-1,-6.818470917E0,6.883810209E0
5.317779862E1,-9.978250122E-1,-1.398092651E0,-7.119494934E0,7.323764465E0
5.318783962E1,-4.620890808E-1,-3.830534363E-1,-5.904321899E0,5.934751330E0
5.319788062E1,3.773652649E-1,-4.153862000E-1,-6.126909027E0,6.152557555E0
5.320792162E1,-5.632786560E-1,-1.569486237E0,-6.903194733E0,7.101736929E0
5.321796262E1,-6.098318481E-1,-7.842192078E-1,-7.168443146E0,7.236951830E0
5.322800362E1,3.863465881E-1,-2.392025757E-1,-6.417305145E0,6.433372901E0
5.323804562E1,-3.999682617E-1,-1.174607391E0,-5.828280029E0,5.958903023E0
5.324808662E1,-2.124082947E-1,-1.035546570E0,-5.478607178E0,5.579660437E0
5.325812762E1,-2.860551453E-1,-7.520361328E-1,-5.216651917E0,5.278337154E0
5.326816862E1,-5.764512634E-1,-1.774110718E0,-6.314169617E0,6.583957992E0
5.327820962E1,-4.986131287E-1,-9.000782776E-1,-6.387666779E0,6.470011038E0
5.328825062E1,-4.685256958E-1,-8.801696777E-1,-5.928272095E0,6.011540985E0
5.329829162E1,-1.127156067E-1,-5.701643372E-1,-5.720055084E0,5.749506270E0
5.330833262E1,-8.681945801E-1,-1.148262177E0,-5.779331818E0,5.955916732E0
5.331837362E1,-2.981799316E-1,-2.067201233E-1,-5.207820282E0,5.220444097E0
5.332841462E1,8.457412720E-2,-8.666976929E-1,-5.297783203E0,5.368875538E0
5.333845562E1,-4.496649170E-1,-1.178798676E0,-5.644312592E0,5.783600045E0
5.334849662E1,-4.074526978E-1,-7.753875732E-1,-5.453908539E0,5.523799593E0
5.335853762E1,-3.269201660E-1,-8.379574585E-1,-5.415887604E0,5.490071769E0
5.336857862E1,-4.709207153E-1,-1.016985168E0,-5.318889313E0,5.435679228E0
5.337861963E1,-1.267863464E-1,-4.834945679E-1,-4.835694122E0,4.861458569E0
5.338866062E1,1.616638184E-2,-5.948629761E-1,-4.986730042E0,5.022111092E0
5.339870162E1,-6.224057007E-1,-1.002914429E0,-5.347479858E0,5.476200055E0
5.340874262E1,-4.941224670E-1,-7.556286621E-1,-5.846542053E0,5.915841924E0
5.341878362E1,-6.161187744E-1,-5.119354248E-1,-5.572312317E0,5.629595437E0
5.342882462E1,-3.763174438E-1,-8.526269531E-1,-4.982089691E0,5.068511145E0
5.343886562E1,-5.553451538E-2,-7.961943054E-1,-5.163063354E0,5.224388257E0
5.344890662E1,-6.251000977E-1,-6.090834045E-1,-5.001998291E0,5.077570249E0
5.345894762E1,-1.598675537E-1,-8.211923218E-1,-4.938979340E0,5.009334425E0
5.346898862E1,1.820214844E-1,-8.360115051E-1,-5.329068146E0,5.397315477E0
5.347902962E1,-3.029699707E-1,-8.093669128E-1,-5.332361298E0,5.401938783E0
5.348907062E1,-3.617976379E-1,-7.485932922E-1,-5.644312592E0,5.705221650E0
5.349911162E1,-3.921844482E-1,-8.201445007E-1,-5.680686951E0,5.752968788E0
5.350915262E1,-6.200106812E-1,-1.275347900E0,-5.530848541E0,5.709747026E0
5.351919362E1,-1.767823792E-1,-1.098565521E0,-5.177882538E0,5.296089670E0
5.352923462E1,-3.068618774E-2,-1.068927155E0,-5.168601837E0,5.278067057E0
5.353927562E1,-7.158114624E-1,-1.279688873E0,-5.296735382E0,5.495943538E0
5.354931662E1,-4.975653076E-1,-9.913883972E-1,-4.859943695E0,4.984924765E0
5.355935762E1,-1.627116394E-1,-1.108444977E0,-4.743785248E0,4.874281878E0
5.356939862E1,-5.773493958E-1,-1.178050232E0,-4.436025238E0,4.625954451E0
5.357943962E1,-4.903802490E-1,-1.005908203E0,-4.290677490E0,4.434212154E0
5.358948062E1,-4.167333984E-1,-8.768765259E-1,-4.492457886E0,4.596167645E0
5.359952162E1,-2.116598511E-1,-7.253915405E-1,-4.873715057E0,4.931945989E0
5.360956262E1,-2.806663513E-1,-4.463717651E-1,-5.205275574E0,5.231913145E0
5.361960362E1,-4.131408691E-1,-5.478607178E-2,-5.249733124E0,5.266249592E0
5.362964462E1,-4.110452271E-1,-7.873626709E-2,-5.332660675E0,5.349058558E0
5.363968562E1,-5.692662048E-1,-5.960604858E-1,-5.198240204E0,5.263179014E0
5.364972662E1,-3.703298950E-1,-5.466632080E-1,-4.850962372E0,4.895694111E0
5.365976762E1,-5.733078003E-2,-8.964857483E-1,-4.791535950E0,4.875016951E0
5.366980862E1,-3.978726196E-1,-1.309925995E0,-4.531077576E0,4.733378575E0
5.367984962E1,-1.272503815E0,-1.884580994E0,-4.518204346E0,5.058169826E0
5.368989062E1,-5.394781494E-1,-1.134939880E0,-4.619842987E0,4.787700328E0
5.369993262E1,6.532415771E-1,2.263293457E-1,-5.007686462E0,5.055182809E0
5.370997362E1,-7.601193237E-1,-8.110134888E-1,-5.100194092E0,5.219914179E0
5.372001462E1,-1.620380402E0,-1.393302612E0,-4.458777924E0,4.944454003E0
5.373005562E1,-4.939727783E-2,-8.875044250E-1,-4.270319824E0,4.361850020E0
5.374009662E1,2.005828857E-1,-5.140310669E-1,-4.246519318E0,4.282217620E0
5.375013763E1,-5.360353088E-1,-5.936654663E-1,-4.865931244E0,4.931233052E0
5.376017862E1,-7.960446167E-1,-4.700225830E-2,-5.156477051E0,5.217772688E0
5.377021962E1,5.089416504E-3,-1.496887207E-4,-5.022805023E0,5.022807604E0
5.378026062E1,4.251159668E-2,-4.575984192E-1,-4.599934387E0,4.622834619E0
5.379030162E1,-4.382885742E-1,-7.405101013E-1,-4.533173218E0,4.614120881E0
5.380034262E1,-6.210585022E-1,-4.626878357E-1,-4.633314972E0,4.697595271E0
5.381038362E1,-3.882925415E-1,-6.644682312E-1,-4.453838196E0,4.519841126E0
5.382042462E1,-3.752696228E-1,-9.111552429E-1,-4.396956482E0,4.506024575E0
5.383046562E1,-6.256988525E-1,-1.027014313E0,-4.504882050E0,4.662640854E0
5.384050662E1,-4.041595459E-1,-8.122109985E-1,-4.353247375E0,4.446773477E0
5.385054762E1,-4.276606750E-1,-9.490264893E-1,-4.110302582E0,4.240062764E0
5.386058862E1,-2.996768188E-1,-1.160087585E0,-3.998784485E0,4.174432507E0
5.387062962E1,6.227050781E-2,-1.187929688E0,-3.872447205E0,4.051037140E0
5.388067062E1,-4.101470947E-2,-1.122366028E0,-4.006268921E0,4.160718492E0
5.389071162E1,-4.285588074E-1,-1.149309998E0,-4.269870758E0,4.442563721E0
5.390075262E1,1.106199646E-1,-5.770500183E-1,-4.390370178E0,4.429511689E0
5.391079275E1,-2.013313293E-1,-7.041357422E-1,-4.564607849E0,4.622984562E0
5.392083375E1,-1.407073975E-2,-2.157014465E-1,-4.521198120E0,4.526362507E0
5.393087475E1,-1.157093811E-1,-5.583389282E-2,-4.680915985E0,4.682678779E0
5.394091575E1,-2.677931213E-1,-2.589614868E-1,-4.434528351E0,4.450147852E0
5.395095675E1,-7.304809570E-2,-3.990701294E-1,-4.094884644E0,4.114932956E0
5.396099775E1,-1.266366577E-1,-9.713301086E-1,-4.002227325E0,4.120357095E0
5.397103875E1,-2.829116821E-1,-7.024891663E-1,-3.989803162E0,4.061041654E0
5.398107975E1,-1.538800049E-1,-3.974235535E-1,-4.078269196E0,4.100476090E0
5.399112075E1,-1.127156067E-1,-3.844006348E-1,-4.476590881E0,4.494478232E0
5.400116175E1,-2.917433167E-1,-4.736151123E-1,-4.211791534E0,4.248365964E0
5.401120275E1,3.031196594E-1,-4.779560852E-1,-3.944896545E0,3.985289488E0
5.402124375E1,4.011657715E-2,-8.548722839E-1,-4.177512817E0,4.264273596E0
5.403128475E1,-8.267308044E-1,-1.069974976E0,-4.196523285E0,4.408983778E0
5.404132575E1,-2.007325745E-1,-8.764274597E-1,-4.249363403E0,4.343444255E0
5.405136675E1,1.519340515E-1,-6.331832886E-1,-4.320315857E0,4.369111367E0
5.406140775E1,-5.498066711E-1,-8.415499878E-1,-4.218976593E0,4.337079346E0
5.407144875E1,-2.724334717E-1,-6.237528992E-1,-4.202660522E0,4.257422124E0
5.408148975E1,2.646496582E-1,-5.462141418E-1,-4.107159119E0,4.151764126E0
5.409153075E1,1.037342834E-1,-8.339158630E-1,-4.224515076E0,4.307285003E0
5.410157175E1,-2.176473999E-1,-8.393046570E-1,-4.190236359E0,4.279004959E0
5.411161275E1,-1.034349060E-1,-6.680607605E-1,-4.187242584E0,4.241462533E0
5.412165475E1,-2.160008240E-1,-6.554869080E-1,-4.291425934E0,4.346568300E0
5.413169575E1,-2.474354553E-1,-3.968247986E-1,-4.224964142E0,4.250766546E0
5.414173675E1,8.382568359E-3,-3.126997375E-1,-4.446353760E0,4.457343733E0
5.415177775E1,1.064286804E-1,-1.016386414E-1,-4.294270020E0,4.296790951E0
5.416181875E1,-2.474354553E-1,-6.569837952E-1,-4.329746246E0,4.386291665E0
5.417185975E1,-2.936892700E-1,-3.384461975E-1,-4.324507141E0,4.347661582E0
5.418190075E1,-9.340576172E-2,-3.544628906E-1,-4.382736053E0,4.398038641E0
5.419194175E1,-1.782792664E-1,-8.596623230E-1,-4.422104187E0,4.508415270E0
5.420198275E1,-3.225791931E-1,-6.033952332E-1,-4.268972626E0,4.323455843E0
5.421202375E1,-3.020718384E-1,-8.119116211E-1,-4.200564880E0,4.288961785E0
5.422206475E1,5.508544922E-2,-6.484515381E-1,-4.343966675E0,4.392444681E0
5.423210575E1,-5.763015747E-2,-6.084846497E-1,-4.373006287E0,4.415513423E0
5.424214675E1,-3.936813354E-1,-9.169931030E-1,-4.302203522E0,4.416425759E0
5.425218775E1,-1.454974365E-1,-7.298822021E-1,-4.349505157E0,4.412719416E0
5.426222875E1,-1.648072815E-1,-6.661148071E-1,-4.361929321E0,4.415574456E0
5.427226975E1,-4.616400146E-1,-9.151968384E-1,-4.073928223E0,4.200903227E0
5.428231075E1,-2.475851440E-1,-8.207432556E-1,-3.927832031E0,4.020296303E0
5.429235175E1,-1.383123779E-1,-7.701484680E-1,-4.073628845E0,4.148097268E0
5.430239275E1,-2.806663513E-1,-6.506968689E-1,-4.118685150E0,4.179204157E0
5.431243375E1,-2.246827698E-1,-6.021977234E-1,-4.300556946E0,4.348323181E0
5.432247475E1,-3.406915283E-1,-5.155279541E-1,-4.207749939E0,4.252881298E0
5.433251575E1,-5.668711853E-1,-6.233038330E-1,-4.085903320E0,4.171864877E0
5.434255675E1,-3.210823059E-1,-6.056405640E-1,-4.091890869E0,4.148911330E0
5.435259775E1,-2.712359619E-1,-6.629713440E-1,-4.093537445E0,4.155736850E0
5.436263875E1,-4.206253052E-1,-7.638615417E-1,-4.103117523E0,4.194756669E0
5.437267975E1,-3.230282593E-1,-6.779402161E-1,-4.210594025E0,4.277037787E0
5.438272075E1,-2.890489197E-1,-5.942642212E-1,-4.258494415E0,4.309463299E0
5.439276175E1,-4.483177185E-1,-5.641767883E-1,-4.265230408E0,4.325676208E0
5.440280275E1,-4.902305603E-1,-5.566923523E-1,-4.290378113E0,4.354029941E0
5.441284375E1,-5.060975647E-1,-7.024891663E-1,-4.302502899E0,4.388753464E0
5.442288475E1,-5.282514954E-1,-7.837701416E-1,-4.115691376E0,4.222826160E0
5.443292575E1,-3.733236694E-1,-8.149053955E-1,-4.077520752E0,4.174879262E0
5.444296675E1,-3.236270142E-1,-7.616162109E-1,-4.365821228E0,4.443555861E0
5.445300775E1,-4.816983032E-1,-8.442443848E-1,-4.796625366E0,4.894118587E0
5.446304875E1,-4.706213379E-1,-7.170089722E-1,-4.956193542E0,5.029854942E0
5.447308975E1,-5.525010681E-1,-8.159532166E-1,-4.810845795E0,4.910730530E0
5.448313075E1,-5.041516113E-1,-7.026388550E-1,-4.551734619E0,4.633158561E0
5.449317175E1,-5.002597046E-1,-9.659413147E-1,-4.293671265E0,4.429324477E0
5.450321275E1,-1.833686829E-1,-1.096619568E0,-4.443060608E0,4.580063986E0
5.451325375E1,-2.273771667E-1,-1.189127197E0,-4.755610657E0,4.907296260E0
5.452329475E1,-6.586303711E-3,-8.960366821E-1,-5.052593079E0,5.131434686E0
5.453333575E1,-3.442840576E-1,-7.289840698E-1,-4.971611481E0,5.036553385E0
5.454337775E1,-4.969665527E-1,-9.723779297E-1,-4.684957581E0,4.810542810E0
5.455341875E1,-8.831634521E-2,-9.282197571E-1,-4.692741394E0,4.784476302E0
5.456345975E1,-2.492317200E-1,-1.112336884E0,-4.784350891E0,4.918274417E0
5.457350075E1,-5.284011841E-2,-8.089178467E-1,-4.980892181E0,5.046427160E0
5.458354175E1,-2.465373230E-1,-8.475375366E-1,-5.000202026E0,5.077511283E0
5.459358275E1,-1.935475159E-1,-8.833131409E-1,-4.754862213E0,4.840084443E0
5.460362375E1,-1.892065430E-1,-6.727011108E-1,-4.831951904E0,4.882221329E0
5.461366475E1,-4.580474854E-1,-8.351133728E-1,-4.834646301E0,4.927578178E0
5.462370575E1,-2.697390747E-1,-7.059320068E-1,-4.990921326E0,5.047810896E0
5.463374675E1,-3.957769775E-1,-8.837622070E-1,-5.066065063E0,5.157779588E0
5.464378775E1,-2.353106689E-1,-8.551716614E-1,-4.927602997E0,5.006791485E0
5.465382875E1,-1.164578247E-1,-7.373666382E-1,-4.931943970E0,4.988120218E0
5.466386975E1,-3.484753418E-1,-8.303233337E-1,-4.964875488E0,5.045875595E0
5.467391075E1,-4.270619202E-1,-7.876620483E-1,-4.878056030E0,4.959659668E0
5.468395175E1,-3.414399719E-1,-8.773255920E-1,-4.865781555E0,4.956017715E0
5.469399275E1,-3.852987671E-1,-9.542655945E-1,-4.984335022E0,5.089466925E0
5.470403375E1,-4.599934387E-1,-7.524851990E-1,-4.990621948E0,5.067951792E0
5.471407475E1,-2.390528870E-1,-7.391629028E-1,-4.917124786E0,4.978114527E0
5.472411575E1,-1.157093811E-1,-7.605683899E-1,-4.914280701E0,4.974133868E0
5.473415675E1,-3.064128113E-1,-8.183482361E-1,-4.833448792E0,4.911803118E0
5.474419775E1,-4.349954224E-1,-8.193960571E-1,-4.738097076E0,4.828063258E0
5.475423875E1,-2.739303589E-1,-7.646099854E-1,-4.915627899E0,4.982274974E0
5.476427975E1,-4.568499756E-1,-6.656657410E-1,-5.109474792E0,5.172867235E0
5.477432075E1,-3.629951477E-1,-6.881190491E-1,-5.234015808E0,5.291521027E0
5.478436175E1,-2.942880249E-1,-6.637197876E-1,-5.182971954E0,5.233576949E0
5.479440275E1,-3.198847961E-1,-7.217990112E-1,-5.033732300E0,5.095270450E0
5.480444375E1,-1.522334290E-1,-6.366261292E-1,-4.965025177E0,5.007987905E0
5.481448475E1,-4.448748779E-1,-8.081694031E-1,-5.005740509E0,5.090038260E0
5.482452575E1,-4.082011414E-1,-7.824229431E-1,-5.024152222E0,5.101070415E0
5.483456675E1,-4.044589233E-1,-5.797444153E-1,-5.147046661E0,5.195361387E0
5.484460775E1,-3.743714905E-1,-7.310797119E-1,-5.166506195E0,5.231387753E0
5.485464875E1,-2.311193848E-1,-3.153941345E-1,-4.994214478E0,5.009497767E0
5.486468975E1,-2.246827698E-1,-7.444020081E-1,-5.000052338E0,5.060152179E0
5.487473075E1,-1.556762695E-1,-7.318281555E-1,-5.162015533E0,5.215957431E0
5.488477175E1,-5.885760498E-1,-7.128176880E-1,-5.235363007E0,5.316348054E0
5.489481275E1,-2.643502808E-1,-6.399192810E-1,-5.262756042E0,5.308105022E0
5.490485404E1,-1.904040527E-1,-4.626878357E-1,-5.359005890E0,5.382311573E0
5.491489504E1,-4.790039062E-1,-9.891430664E-1,-5.212161255E0,5.326769536E0
5.492493604E1,-2.237846375E-1,-7.538323975E-1,-5.170098724E0,5.229556737E0
5.493497704E1,-2.888992310E-1,-9.473799133E-1,-5.462590485E0,5.551656173E0
5.494501804E1,-3.565585327E-1,-8.345146179E-1,-5.461392975E0,5.536276895E0
5.495505904E1,-4.387376404E-1,-8.692424011E-1,-5.311404877E0,5.399916188E0
5.496510104E1,-3.591032410E-1,-8.788224792E-1,-5.200485535E0,5.286429219E0
5.497514104E1,-1.508862305E-1,-7.691006470E-1,-5.140011292E0,5.199422904E0
5.498518304E1,-3.110531616E-1,-1.009051666E0,-5.172493744E0,5.279169524E0
5.499522404E1,-2.938389587E-1,-1.073567505E0,-5.200335846E0,5.318118223E0
5.500526504E1,-3.558100891E-1,-1.069525909E0,-5.251379700E0,5.370984569E0
5.501530604E1,-3.614982605E-1,-9.734257507E-1,-5.345833282E0,5.445748082E0
5.502534704E1,-5.800437927E-1,-7.852670288E-1,-5.458249512E0,5.544869957E0
5.503538804E1,-3.388952637E-1,-6.674620056E-1,-5.679788818E0,5.728905354E0
5.504542904E1,-6.945556641E-1,-8.319699097E-1,-5.580395508E0,5.684663185E0
5.505547004E1,-3.724255371E-1,-7.914042664E-1,-5.089566193E0,5.164175203E0
5.506551104E1,-2.275268555E-1,-1.025367737E0,-5.299579468E0,5.402655828E0
5.507555204E1,-7.180567932E-1,-1.199755096E0,-5.339097290E0,5.519146467E0
5.508559304E1,-4.682263184E-1,-9.195378113E-1,-5.331463165E0,5.430403775E0
5.509563404E1,-3.177891541E-1,-8.940907288E-1,-5.744604034E0,5.822444821E0
5.510567504E1,-7.952961731E-1,-7.602690125E-1,-5.698649597E0,5.803887680E0
5.511571604E1,-6.080355835E-1,-7.735913086E-1,-4.979994049E0,5.076267478E0
5.512575704E1,-4.547543335E-1,-1.223256226E0,-5.071004791E0,5.236243586E0
5.513579804E1,-7.538323975E-1,-1.342109070E0,-5.333109741E0,5.550817917E0
5.514583904E1,-2.161505127E-1,-5.240602112E-1,-6.005661163E0,6.032356601E0
5.515588004E1,-3.944297791E-1,-4.116439819E-1,-5.791306915E0,5.819300766E0
5.516592104E1,-7.610174561E-1,-9.596543884E-1,-5.919440460E0,6.044820880E0
5.517596204E1,-5.498066711E-1,8.726852417E-2,-5.719156952E0,5.746186510E0
5.518600304E1,-2.577639771E-1,-8.394543457E-1,-5.598358154E0,5.666810381E0
5.519604404E1,-4.308041382E-1,-8.539741516E-1,-5.493576050E0,5.576221110E0
5.520608504E1,-5.984555054E-1,-9.075627136E-1,-5.516478424E0,5.622575324E0
5.521612604E1,1.275347900E-1,-9.963281250E-1,-5.606441345E0,5.695710615E0
5.522616704E1,-4.131408691E-1,-1.121617584E0,-5.703439636E0,5.827343740E0
5.523620804E1,-6.421646118E-1,-1.280886383E0,-5.524411926E0,5.707203557E0
5.524624904E1,-2.152523804E-1,-7.467970276E-1,-5.734275513E0,5.786705025E0
5.525629004E1,2.824626160E-1,-4.406835938E-1,-5.714516602E0,5.738439435E0
5.526633104E1,-2.026785278E-1,-8.607101440E-1,-5.932762756E0,5.998297630E0
5.527637204E1,-1.310524750E0,-1.728904724E0,-5.760471039E0,6.155453944E0
5.528641304E1,-1.877096558E-1,-1.205592957E0,-5.408702545E0,5.544614731E0
5.529645404E1,-1.483415222E-1,-1.147364044E0,-5.675896912E0,5.792603491E0
5.530649504E1,-2.582130432E-1,-1.279688873E0,-5.148244171E0,5.311185897E0
5.531653604E1,-3.074606323E-1,-4.894821167E-1,-5.647755432E0,5.677258687E0
5.532657704E1,-3.318598938E-1,-9.283694458E-1,-6.036646729E0,6.116625258E0
5.533661804E1,9.520202637E-2,-6.265969849E-1,-5.931565247E0,5.965329285E0
5.534665904E1,-4.215234375E-1,-9.833052063E-1,-5.876180420E0,5.972777199E0
5.535670004E1,-6.147715759E-1,-9.985734558E-1,-5.536237335E0,5.659065017E0
5.536674104E1,-3.562591553E-1,-6.545887756E-1,-5.590574341E0,5.640029123E0
5.537678204E1,-1.067280579E-1,-1.071022797E0,-5.793103180E0,5.892242796E0
5.538682304E1,-2.642005920E-1,-6.872209167E-1,-5.792205048E0,5.838810997E0
5.539686404E1,-2.245330811E-1,-8.324189758E-1,-6.227200470E0,6.286601797E0
5.540690504E1,-2.435435486E-1,-6.224057007E-1,-6.242917786E0,6.278592581E0
5.541694704E1,-3.799099731E-1,-1.157991943E0,-6.043981476E0,6.165629652E0
5.542698804E1,-5.363346863E-1,-9.442364502E-1,-5.724695435E0,5.826780860E0
5.543702904E1,-3.873944092E-1,-1.172960815E0,-5.498066711E0,5.635126358E0
5.544707004E1,-2.384541321E-1,-1.198258209E0,-5.773493958E0,5.901348624E0
5.545711104E1,-4.643344116E-1,-8.722361755E-1,-6.126459961E0,6.205635668E0
5.546715204E1,-2.418969727E-1,-6.149212646E-1,-6.449937286E0,6.483697503E0
5.547719304E1,-9.205856323E-2,-6.149212646E-1,-6.541995850E0,6.571477204E0
5.548723404E1,-6.230044556E-1,-1.051862640E0,-5.924230499E0,6.049054188E0
5.549727504E1,-4.984634399E-1,-1.103954315E0,-5.579347687E0,5.709317082E0
5.550731604E1,-1.531315613E-1,-1.432371368E0,-5.820346527E0,5.995962867E0
5.551735704E1,-3.254232788E-1,-1.009800110E0,-6.268664246E0,6.357810000E0
5.552739804E1,-4.914280701E-1,-8.214916992E-1,-6.845414886E0,6.912022506E0
5.553743904E1,-1.772314453E-1,-3.802093506E-1,-6.550378418E0,6.563796733E0
5.554748004E1,-4.177812195E-1,-9.648934937E-1,-6.340365143E0,6.426958125E0
5.555752104E1,-3.920347595E-1,-1.496288452E0,-5.639073486E0,5.847368653E0
5.556756204E1,-5.718109131E-2,-1.204395447E0,-5.569767609E0,5.698784895E0
5.557760304E1,-1.122665405E-2,-1.456321564E0,-6.272406464E0,6.439260934E0
5.558764404E1,-5.429209900E-1,-8.538244629E-1,-6.521937561E0,6.599958255E0
5.559768504E1,-5.688171387E-1,-1.367107086E0,-6.795867920E0,6.955311316E0
5.560772604E1,-2.023791504E-1,-6.680607605E-1,-6.831493835E0,6.867064185E0
5.561776704E1,-5.891748047E-1,-1.281036072E0,-6.705755310E0,6.852396270E0
5.562780804E1,-5.224136353E-2,-7.503895569E-1,-6.366111603E0,6.410397069E0
5.563784904E1,-4.718188477E-1,-1.444496155E0,-6.453529816E0,6.630024830E0
5.564789004E1,-2.782713318E-1,-1.556613007E0,-6.001619568E0,6.206441527E0
5.565793104E1,-3.005749512E-1,-1.446142731E0,-6.879094849E0,7.035880900E0
5.566797204E1,-4.567002869E-1,-1.150806885E0,-7.244035950E0,7.349080791E0
5.567801304E1,1.797761536E-1,-9.154962158E-1,-7.142397308E0,7.203075183E0
5.568805404E1,-7.096742249E-1,-9.318122864E-1,-6.820716248E0,6.920555019E0
5.569809504E1,-4.381388855E-1,-8.403524780E-1,-6.190526733E0,6.262649536E0
5.570813604E1,-5.343887329E-2,-1.595083008E0,-6.218967590E0,6.420490901E0
5.571817704E1,-4.610412598E-2,-1.625619507E0,-7.034322052E0,7.219865034E0
5.572821804E1,-2.508782959E-1,-8.244854736E-1,-7.305857391E0,7.356511975E0
5.573825904E1,-1.166075134E-1,-1.028660889E0,-7.412585449E0,7.484528280E0
5.574830004E1,-4.562512207E-1,-9.583071899E-1,-7.254364471E0,7.331597488E0
5.575834104E1,-7.834707642E-1,-4.899311829E-1,-6.642586670E0,6.706550281E0
